userId,userName,password,preferences
76961398721,William Nixon,real,"['food', 'home decor']"
73834881732,Vicki Cruz,leave,"['beauty', 'sports']"
17919567881,Brian Gates,like,"['health', 'beauty', 'pets']"
24111177456,William Hensley,risk,['sports']
34363754771,John Diaz,establish,"['beauty', 'food']"
30643316413,Cynthia Ramos,must,"['toys', 'books']"
68455718215,Michael Gonzales,special,"['electronics', 'food', 'health']"
59360126558,Sandra Bailey,they,"['health', 'sports', 'clothing']"
68962624933,Kristin Sanchez,recent,"['health', 'toys', 'food']"
62901206275,Hannah West,rock,"['pets', 'sports']"
82713263616,Jennifer Nguyen,public,"['sports', 'toys']"
80957939331,Heidi Haynes,and,['beauty']
99758614176,Jacob Anthony,situation,"['pets', 'toys', 'automotive']"
14101978391,Kathy Bauer,themselves,"['health', 'sports']"
18643676592,Tiffany Campos,economic,"['health', 'clothing', 'books']"
62782117590,Abigail Thornton,sport,"['sports', 'home decor', 'health']"
92802182055,Janice Le,different,['sports']
13243245773,Carlos Lopez,available,['food']
58161873201,Angel Coleman,their,['pets']
34995876771,Ronnie Douglas,hard,"['pets', 'home decor']"
38289750030,Sonya Morgan,beautiful,['beauty']
31637978286,Dr. Christopher Perez,present,['sports']
96795678908,Angela Kemp,travel,"['electronics', 'food']"
64294481965,Virginia Hart,ten,"['home decor', 'electronics']"
35947522701,Heather Henderson,story,"['food', 'toys', 'home decor']"
66387899891,Tyler Lee IV,decision,['books']
65675843570,Kevin Richardson,center,"['pets', 'automotive', 'clothing']"
95446005793,Emily Morales,agent,"['toys', 'books']"
48747076529,Donald Ramirez,everybody,"['health', 'beauty', 'home decor']"
96183465796,Alexandra Gonzalez,fund,"['food', 'electronics', 'beauty']"
45626001063,William Roach,lose,['toys']
63889041012,Margaret Stein,care,['electronics']
90339630850,Jennifer Lee,industry,['health']
38175542497,Lisa Lewis,speak,"['food', 'books', 'clothing']"
18393905146,Mary Franklin,significant,"['books', 'clothing']"
92478771989,Dave Williams,expect,['clothing']
72600089488,Christopher Jones,place,"['electronics', 'toys']"
57137071087,Jessica Reid,produce,"['electronics', 'home decor']"
72720585782,Robert May,partner,['automotive']
68024636542,Natalie Davis,thank,['automotive']
74668945995,Alexandra Madden,create,"['clothing', 'toys', 'beauty']"
63901750144,James Payne,usually,"['toys', 'beauty', 'electronics']"
45236983253,Gregory Robinson,speak,"['home decor', 'books', 'sports']"
97690049532,Michael Davis II,finally,['sports']
71230745469,Cynthia Murphy,make,['toys']
32205697082,Jeffrey Lynch,agent,"['toys', 'home decor', 'sports']"
14010458202,Janice Hill,trouble,"['automotive', 'electronics']"
71236820471,Alison Pugh,citizen,"['sports', 'health', 'pets']"
75372298621,Andrew Eaton,particularly,['food']
91298277183,Joseph Rodriguez,indeed,"['clothing', 'books', 'pets']"
13681167320,James Obrien,usually,"['beauty', 'automotive', 'pets']"
55303263770,Mary Collins,indicate,"['books', 'food', 'sports']"
74045279316,Suzanne Morrison,forget,['books']
38012389797,Bradley House,professional,"['home decor', 'food', 'books']"
61191510770,Erik Dyer,agency,"['home decor', 'sports']"
95647082268,Meagan Gordon,magazine,['health']
83436046791,Robert Gutierrez,up,"['electronics', 'health']"
98988074783,Michael Lucas,garden,"['sports', 'beauty', 'books']"
86895980871,Jacob Miller,smile,"['beauty', 'food', 'home decor']"
67739327824,Melissa Miller,perform,"['automotive', 'pets', 'beauty']"
61346964832,Jordan Gordon,give,['pets']
58542873917,Travis Winters,task,"['toys', 'clothing']"
21180076965,Jason Chambers,major,"['automotive', 'home decor']"
50204089055,Sharon Flores,what,['toys']
94530224214,Hannah Frye,significant,"['clothing', 'electronics', 'home decor']"
79827982998,Angela Anderson,add,['home decor']
21040513231,Tanya Rogers,continue,"['food', 'electronics', 'beauty']"
63493930637,Timothy Maldonado,member,['home decor']
14026838009,Brittany Allison,go,['toys']
78655428081,Nicholas Clay,short,"['electronics', 'pets', 'books']"
92783896290,David Adams,international,"['books', 'home decor']"
13439200017,Eric Dominguez,treat,"['toys', 'food']"
36328384258,Gregory Morgan,red,['clothing']
70815185469,Mario Rodriguez,child,"['electronics', 'toys', 'clothing']"
11646219847,Tamara Sullivan,region,"['electronics', 'food', 'sports']"
87145064835,Nicholas Taylor,hotel,"['automotive', 'books']"
63537129582,Ashley Wright,gun,['health']
81870281281,Victoria Clark,local,"['books', 'clothing']"
33781123251,Mary Welch,teacher,"['health', 'books', 'beauty']"
57423264405,Patrick Sanchez,order,"['pets', 'sports', 'home decor']"
61195954416,Charlene Sanford,morning,"['toys', 'health']"
64297217510,Stephanie Curtis,already,"['clothing', 'books']"
61423086766,Samuel Wilson,draw,"['toys', 'health', 'automotive']"
73626700807,Laura Davis,but,"['clothing', 'toys', 'food']"
99852130867,Margaret Matthews,huge,"['automotive', 'pets', 'sports']"
23207180637,Sarah Jones,political,['automotive']
51943763771,Tina Harvey,view,['automotive']
87319538270,Sarah Cook,eight,"['home decor', 'pets', 'electronics']"
15852141616,Michael Castillo,style,['home decor']
57829396997,Karen Bean,Congress,['clothing']
44186792641,Brenda Reynolds,magazine,"['electronics', 'health']"
64562398972,Alexander Hubbard,bag,"['beauty', 'electronics']"
14512791824,Nicholas Hernandez,impact,"['pets', 'beauty', 'food']"
97994724091,Patrick Miller,start,['books']
58578256252,Michele Horn,success,"['beauty', 'home decor']"
76711420648,Samantha Hayes,personal,"['books', 'toys']"
50805968163,Justin Hernandez,western,['home decor']
52869632299,Victoria Richards,girl,['pets']
68098867653,Victoria Russo,beautiful,"['health', 'automotive', 'beauty']"
86117911436,Peter Williams,media,['toys']
27313299826,Karen Marshall,modern,"['food', 'sports']"
71667149332,Alexander Dickson,card,['clothing']
30741797174,Sarah Chandler,board,"['pets', 'clothing']"
57093285022,Dr. Christina Wells,plant,['health']
90193834519,Laura Ward,expert,"['electronics', 'food', 'clothing']"
51396499257,Sandra Marshall,although,"['beauty', 'automotive']"
11075169418,Christopher Robinson,I,"['books', 'home decor']"
18783952105,Shannon Benson,bank,"['home decor', 'clothing', 'sports']"
92110104252,Thomas Powell,less,"['home decor', 'sports', 'automotive']"
19126631290,Paula Sanford,both,"['clothing', 'beauty']"
27061792429,Veronica Garrett,rule,"['beauty', 'home decor', 'books']"
87908807753,Charlene Jordan,son,['beauty']
31175524052,Bonnie Martinez,left,"['pets', 'home decor']"
23672940359,Paul Long,a,"['toys', 'pets', 'automotive']"
52344749891,Brittany Palmer,head,"['home decor', 'books']"
64725211932,Caleb Alexander,total,"['sports', 'home decor', 'pets']"
34801362136,Stacy Obrien,once,"['electronics', 'books']"
22813926935,Steven Galloway,keep,"['health', 'pets']"
82526829781,Mary Smith,ten,"['clothing', 'health']"
65628920865,Nicholas Wilkerson,organization,"['pets', 'clothing', 'home decor']"
99238888904,Kayla Young,year,"['books', 'beauty']"
24780011585,Scott Smith,glass,"['sports', 'books', 'home decor']"
53477137062,Bruce Baker,material,"['automotive', 'health']"
11727596746,Edward Miles,ago,['books']
60536835312,Samuel Gibson,garden,"['clothing', 'books']"
87810614683,Crystal Butler,long,"['sports', 'health', 'automotive']"
45670731540,Timothy Parks,paper,"['pets', 'automotive', 'toys']"
72070326327,Nathan Mason,international,"['home decor', 'sports']"
19439186560,Shari Gaines,hundred,"['books', 'pets']"
27641195958,Lauren Wells,human,['health']
21821978340,Kevin Watkins,economic,['toys']
67576990717,Stephen Smith,seven,['electronics']
70480555429,Pamela Gilmore,kid,"['health', 'toys', 'food']"
84492649433,Monique Wilson,focus,"['clothing', 'home decor', 'automotive']"
16913287763,Gregory Collins,center,"['beauty', 'pets']"
85958890729,Christopher Gates,attorney,"['pets', 'home decor', 'food']"
25506888026,Pamela Carlson,radio,['automotive']
13423310448,Mary Bailey,create,"['automotive', 'home decor', 'clothing']"
80423236258,Ann Bradshaw,run,['food']
96941053322,Tanya Johnson,yard,['automotive']
86946272911,Sarah Carter,degree,['food']
45080255359,April Gordon,traditional,"['clothing', 'pets']"
19962627161,John Mann,anything,"['beauty', 'automotive', 'health']"
96450876447,Paul Zavala,cup,['home decor']
22119931510,Lauren Mitchell,defense,"['books', 'beauty', 'home decor']"
84607052512,Karen Rogers,east,"['beauty', 'toys', 'pets']"
86858413186,Nicole Salazar,south,"['books', 'home decor']"
26811126754,Bill Nelson,cold,"['health', 'automotive']"
57793169565,Jordan Buchanan,group,['food']
74882211187,Mark Swanson,central,['clothing']
58988254364,Carl Hernandez,hospital,"['health', 'electronics', 'clothing']"
32766903117,Jay Benjamin,outside,['clothing']
65685118085,Ian Nichols,cell,"['food', 'automotive']"
44661429447,Thomas Mcintyre,street,['electronics']
95276465636,James Jones,heart,"['food', 'sports']"
65918317456,Dr. Jennifer Spears MD,admit,"['sports', 'beauty']"
14464805774,Shirley Young,drug,"['books', 'beauty']"
68304551949,Paul Brown MD,four,['electronics']
37286201931,Kathy Andrews,its,['pets']
44050303102,Joann Figueroa,to,"['pets', 'automotive']"
63197052124,Breanna James,family,"['books', 'food', 'health']"
30979399880,Maria Rivera,any,['books']
69619107536,Patricia Frazier DVM,prove,"['clothing', 'automotive', 'health']"
35799410428,Mark Park,PM,"['sports', 'food']"
45449004261,Paul Sanders,general,['pets']
92770399977,Amy Mcgrath,mean,"['food', 'home decor']"
26071398560,Kayla Harris,we,['home decor']
19803083800,Jasmine Martinez,by,['health']
22070684162,Amanda Baker,get,['health']
54725992497,Jimmy Haley,party,"['home decor', 'health']"
90129725110,Angela Proctor,you,['beauty']
66982771994,Judy English,wonder,"['automotive', 'books']"
84344144854,Lisa Johnson,sport,"['clothing', 'electronics', 'pets']"
22184586717,James Sweeney Jr.,cultural,['electronics']
58882965081,Hunter Nelson,attorney,"['electronics', 'automotive', 'food']"
59947954065,Spencer Gonzalez,fire,"['automotive', 'pets', 'books']"
20187758467,Hunter Gutierrez,give,"['automotive', 'beauty', 'toys']"
51100390192,Jose Davis,leg,"['food', 'pets']"
86519458154,Erika Bond,focus,"['automotive', 'beauty', 'home decor']"
50058252948,Jennifer Molina,anyone,"['toys', 'electronics', 'food']"
11835321437,Jason Yates,stop,['pets']
33742570522,Benjamin Poole,hotel,"['electronics', 'books', 'sports']"
37028176664,William Williams,after,"['pets', 'clothing']"
74922463594,Thomas Jones,fall,['sports']
31835841365,Jason Moss,heart,"['sports', 'clothing', 'health']"
34395040289,Tiffany Hancock,already,"['electronics', 'home decor']"
22254027154,Phillip Garrett,edge,"['clothing', 'toys']"
17603227072,Amanda Jones,traditional,"['automotive', 'toys', 'food']"
85789753551,Christine Flores,table,"['home decor', 'health', 'clothing']"
59529275118,Jennifer George PhD,value,"['pets', 'beauty', 'sports']"
96357081706,James Williams Jr.,whatever,"['sports', 'beauty', 'electronics']"
45384964041,Donna Davis,suffer,"['clothing', 'books', 'food']"
18642030888,Katie Buck,we,"['automotive', 'pets']"
34994633083,Carl Nelson,tend,['home decor']
68887912015,Mark Sanchez,opportunity,['food']
74247681237,Scott Gonzalez,production,['electronics']
42335839032,Douglas Cline,since,['home decor']
88957141350,Jeffrey Rasmussen,simple,"['beauty', 'clothing']"
98847763054,Sandra Lopez,soon,"['health', 'books', 'automotive']"
42571797802,Samantha Baker,size,"['automotive', 'health', 'home decor']"
93355484385,Jose Guerrero,prove,['electronics']
32614859503,Dwayne Harris,gun,"['electronics', 'sports', 'books']"
63644403379,Robert Logan,artist,"['pets', 'clothing', 'electronics']"
94667075245,Patrick Sexton,newspaper,"['home decor', 'sports', 'toys']"
65537192182,Patricia Juarez,per,['health']
30386820021,Taylor Crawford MD,arm,"['toys', 'clothing']"
44134599085,Elizabeth Bradley,magazine,['clothing']
16337320385,Dawn Medina,sit,['toys']
41004870474,Jessica Reyes,production,['home decor']
30002441773,Virginia Todd,mention,"['clothing', 'electronics', 'pets']"
36501967017,Elizabeth Bailey,animal,"['sports', 'automotive']"
63779096919,Eric Friedman,note,"['sports', 'home decor', 'toys']"
16018215933,Stacey Steele,federal,"['automotive', 'books', 'electronics']"
93875385968,Robert Stafford,culture,['health']
31208221021,Katherine Henry,standard,"['beauty', 'health']"
49105715466,Renee Parker,view,"['beauty', 'health', 'home decor']"
45819433885,Jillian Ramirez,head,['food']
95800635382,Curtis Moran,central,"['automotive', 'food', 'books']"
17146652714,Jacob Jones,nature,"['food', 'clothing']"
55079203041,Brandon Castillo,want,"['sports', 'health']"
68858592582,Matthew Cruz,agreement,"['electronics', 'pets', 'beauty']"
14572502220,Lawrence Green,subject,"['beauty', 'health', 'home decor']"
10114918945,Megan Velasquez,baby,['clothing']
69158370071,Janice Rogers,stay,['sports']
43310037733,Donna Roberson,might,"['books', 'pets', 'sports']"
72138373499,Ethan Williams,reason,"['home decor', 'books']"
97179446246,Michael Sanders,try,"['clothing', 'food']"
82922589958,Alexandria Lane,senior,"['health', 'sports']"
58173406058,Angela Salas,compare,['pets']
75929571127,Timothy Huber,way,"['automotive', 'books']"
20597502568,Hailey Ray,hour,"['toys', 'food', 'sports']"
68193868969,Diane Bridges,early,"['food', 'automotive', 'pets']"
28568928260,Jason Boyd,cell,['automotive']
38207175899,Barbara Guerrero,four,"['food', 'pets']"
57009822130,Donna Brown,such,"['clothing', 'electronics']"
59016013399,William Stewart,herself,['toys']
74891032690,Brenda Jones,fact,"['beauty', 'electronics']"
68670550675,Carol Kelly,close,"['automotive', 'health', 'clothing']"
29013594317,Patrick Smith,pull,"['clothing', 'pets']"
23272654548,Tanya Lee,tell,['toys']
18090271253,Mary Mitchell,itself,"['clothing', 'toys']"
72926229532,Todd Robinson,type,"['food', 'automotive', 'electronics']"
65469005147,Vincent Robinson,people,['clothing']
67225201146,Timothy Walker,firm,"['electronics', 'sports', 'food']"
28168166668,Dr. Randall Mercer MD,spend,['health']
49704434220,Krista Merritt,per,['pets']
48515389490,Sydney Mcdonald,federal,"['pets', 'health', 'clothing']"
44113866419,Michael Jones,this,"['health', 'sports']"
52928298646,Brian Cox,night,['clothing']
15755280762,Kimberly Robinson,anyone,"['home decor', 'pets']"
85428773531,Paul Mccoy,dream,"['clothing', 'pets', 'automotive']"
24661948806,Angela Sanchez,environment,['sports']
13235661373,Michael Huffman,accept,"['books', 'health']"
83502090177,Erica Soto,every,"['automotive', 'home decor', 'food']"
52817644107,Betty Smith,paper,"['home decor', 'clothing', 'beauty']"
11338371135,Theresa Reynolds,none,"['electronics', 'pets']"
89952602058,Karen Rodriguez,race,"['food', 'beauty']"
68745669305,Kelly Mcbride,couple,['beauty']
63233366336,Lisa Mann,break,"['pets', 'beauty', 'toys']"
98503288864,Jesse Tapia,agree,"['books', 'beauty', 'clothing']"
51426395249,Charles Kline,provide,"['clothing', 'food']"
87491884463,Timothy Davidson,candidate,"['home decor', 'electronics', 'books']"
10836148706,Brittany Gonzales,leader,"['clothing', 'beauty']"
66177623840,Tim Morris,create,"['books', 'toys']"
11322164635,Todd Williams,down,"['health', 'books', 'electronics']"
50304871801,Eric Morales,employee,"['home decor', 'food', 'electronics']"
82676175797,Kathleen Moore,over,['automotive']
27044624606,Timothy Rose,center,"['automotive', 'pets']"
76927221220,Miranda Banks,space,"['electronics', 'toys', 'home decor']"
94158738477,Danielle Barnes,action,"['beauty', 'food']"
28745741501,Ricardo Wheeler,ground,['toys']
27691126497,Sarah Mckee,with,['pets']
20762583529,Christopher Gomez,military,"['beauty', 'clothing', 'pets']"
15111053557,Jacqueline Walker,interview,"['electronics', 'beauty', 'toys']"
18616547355,Stephanie Kelley,voice,['beauty']
80087062679,Lisa Carrillo,sure,"['home decor', 'clothing']"
28784298474,Todd Rice,there,"['health', 'toys']"
97714534512,Mark Hunt,catch,['home decor']
42809800753,Carla Jackson,whatever,"['home decor', 'automotive', 'food']"
78462187458,Gary Brock,many,"['clothing', 'electronics', 'beauty']"
18294627036,Vanessa Reed,activity,"['clothing', 'books', 'electronics']"
84537670580,Ann Morales,answer,"['pets', 'automotive']"
52636456036,James Tanner,loss,"['books', 'health', 'electronics']"
82440077013,Matthew Taylor,check,"['health', 'clothing']"
23688314908,Cameron Williamson,sometimes,"['health', 'pets']"
95251326631,Amy Roberts,quickly,"['toys', 'automotive', 'beauty']"
37976512631,Kevin Moyer,condition,['electronics']
61561437623,Kenneth Hudson,heart,"['electronics', 'books']"
11123976876,Erica Johnson,keep,['sports']
54318789235,Michael Lloyd,science,['health']
47712994918,Reginald Cain,look,"['food', 'sports']"
47404718569,Kelly Maxwell,foreign,"['health', 'books']"
46206617700,Walter Salinas,them,"['books', 'sports', 'health']"
46106475320,Paul Mason,to,"['automotive', 'sports']"
24371939975,Andrea Russell,east,"['clothing', 'toys', 'health']"
56749713728,Kathryn Smith,born,"['automotive', 'food', 'home decor']"
80278818863,Ashley Smith,grow,"['books', 'home decor', 'food']"
91274017978,Roy Hancock,federal,"['automotive', 'sports', 'food']"
88362005564,Lori Farley,assume,"['clothing', 'sports']"
99135864457,Richard Richardson,as,"['home decor', 'toys', 'food']"
82457959777,Cheryl Christensen,none,"['pets', 'automotive', 'beauty']"
79078851033,Brian Hawkins,least,['clothing']
39470940639,Rhonda Young,one,"['beauty', 'sports', 'food']"
65409989951,Nathan Martin,avoid,['clothing']
98439163894,Zachary Madden,season,"['home decor', 'electronics', 'food']"
90938282315,Veronica Bentley,myself,"['sports', 'electronics']"
59648568570,Mr. Joseph Williams,give,"['health', 'automotive', 'clothing']"
93147243018,Ashley Gordon,forward,['food']
81256748617,Tommy Elliott,have,['food']
38249231256,Timothy Collins,star,['home decor']
39101358957,Brandon Douglas,rather,"['clothing', 'books', 'home decor']"
73025610862,Sandra Ramirez,senior,"['automotive', 'home decor']"
65763145748,Michael Garcia,nice,"['books', 'clothing']"
33260616777,David Williams,sense,"['clothing', 'beauty']"
57844409565,William Salinas,party,"['clothing', 'health', 'sports']"
96838693760,Jason Foster,might,['toys']
84574852511,Pamela Sandoval,sense,['beauty']
36821342781,Stanley Olsen,conference,['beauty']
18167966110,Adam Robinson,write,['beauty']
92751891256,John Ramsey,American,['home decor']
35673264937,Tonya Roberts,nice,['home decor']
46760823431,Bethany Chandler,other,"['sports', 'home decor', 'automotive']"
35969524260,Casey Mason,herself,['home decor']
64340258663,Zoe Miller,heart,"['health', 'automotive']"
58677748155,Victoria Vang,mission,"['books', 'home decor', 'food']"
65691766816,Jerome Reyes,drive,['home decor']
64416723551,Karen Williams,anyone,"['sports', 'electronics', 'health']"
56659691206,Cindy Pearson,plant,"['food', 'health']"
35096345835,Ryan Gonzalez,politics,['home decor']
72050677124,Michael Morrison,response,['health']
66962640422,Robert Gibson,would,"['automotive', 'beauty']"
58329680381,Michelle Long,stay,"['toys', 'home decor', 'automotive']"
50625917649,Victoria Brown,same,"['books', 'automotive', 'food']"
36780489305,Susan Garcia,drive,"['toys', 'food', 'automotive']"
44361505579,Steven Torres,would,"['health', 'sports', 'home decor']"
35436411403,Kevin Padilla,each,['pets']
47769591912,Kevin Kemp,member,['electronics']
54201802783,Christian Harris,ready,"['toys', 'sports']"
58450834041,Michael Anderson,among,"['beauty', 'sports']"
65587130212,Taylor Keith,adult,"['home decor', 'health']"
16890494913,Thomas Miller,in,['toys']
71962809169,Kelsey Beck,model,"['books', 'health']"
50127035029,Charles Chavez,according,"['health', 'pets', 'automotive']"
70548062968,Bonnie Boyd,concern,['health']
92911568543,Angela Clark,seat,['health']
80971387007,Edward Smith,speech,"['pets', 'sports', 'electronics']"
71859378930,Jonathan Doyle,enough,['toys']
54382658236,Ashley Martin,modern,['clothing']
94785736640,Michael Warren,Congress,['beauty']
40118827497,Ronald Ellis,network,['books']
81044910840,Susan Morales,value,['automotive']
88443963084,Carrie Rodriguez,soon,"['food', 'clothing']"
94950192085,Brian Roberts,relate,['food']
98017483614,Kenneth Perry,writer,['automotive']
48565074103,Crystal Martinez,here,"['sports', 'toys']"
42748392178,Elizabeth Walsh,painting,"['clothing', 'food']"
54866615319,David Ford,offer,"['beauty', 'electronics']"
88330826940,Catherine Anderson,address,"['health', 'automotive']"
17813760506,Brenda Castillo,special,['pets']
74924394996,Cynthia Davis,Democrat,"['pets', 'electronics']"
69586990158,Judy Stewart,drug,"['pets', 'home decor', 'books']"
55497092356,Travis Reed,response,"['toys', 'pets']"
28576005387,Ivan Taylor,determine,"['books', 'food', 'sports']"
22624707797,Kathryn Valdez,building,['pets']
36265397476,Jack Ponce,among,"['home decor', 'toys', 'food']"
58584891110,Kimberly Rodriguez,Mr,['automotive']
46220276276,Travis Vaughn,walk,"['books', 'beauty', 'toys']"
67294756811,Stephanie Reed,hour,"['toys', 'automotive']"
67300646670,Charles Boyd,here,['clothing']
11053725192,Jennifer Wilcox,recognize,"['automotive', 'sports']"
